"FullName","Length","LastWriteTime"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\test_chroma.py","4445","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\test_cli.py","5206","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\test_client.py","9675","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\test_config.py","4977","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\test_multithreaded.py","8771","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__init__.py","0","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_collection.py","2424","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_delete_database.py","2753","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_get_database.py","298","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_indexing_status.py","10545","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_invalid_update.py","625","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_limit_offset.py","2091","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_list_databases.py","3504","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_numpy_list_inputs.py","2147","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_schema.py","146947","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_schema_e2e.py","106999","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_search_api.py","3717","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_shared_system_client.py","6106","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\test_types.py","3324","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_collection.cpython-314.pyc","4369","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_delete_database.cpython-314.pyc","5334","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_get_database.cpython-314.pyc","940","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_indexing_status.cpython-314.pyc","15318","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_invalid_update.cpython-314.pyc","1269","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_limit_offset.cpython-314.pyc","3193","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_list_databases.cpython-314.pyc","6259","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_numpy_list_inputs.cpython-314.pyc","3471","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_schema.cpython-314.pyc","162577","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_schema_e2e.cpython-314.pyc","135076","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_search_api.cpython-314.pyc","4943","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_shared_system_client.cpython-314.pyc","8741","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\api\__pycache__\test_types.cpython-314.pyc","10133","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\auth\test_auth_utils.py","3126","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\auth\test_rbac_authz.py","629","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\auth\__pycache__\test_auth_utils.cpython-314.pyc","3288","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\auth\__pycache__\test_rbac_authz.cpython-314.pyc","1354","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\create_http_client_with_basic_auth.py","814","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\test_cloud_client.py","12801","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\test_create_http_client.py","572","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\test_database_tenant.py","7291","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\test_database_tenant_auth.py","1412","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\test_multiple_clients_concurrency.py","2055","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__init__.py","0","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\create_http_client_with_basic_auth.cpython-314.pyc","1091","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\test_cloud_client.cpython-314.pyc","17917","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\test_create_http_client.cpython-314.pyc","752","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\test_database_tenant.cpython-314.pyc","9049","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\test_database_tenant_auth.cpython-314.pyc","3232","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\test_multiple_clients_concurrency.cpython-314.pyc","3170","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\client\__pycache__\__init__.cpython-314.pyc","197","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\configurations\test_collection_configuration.py","62780","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\configurations\test_configurations.py","3790","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\configurations\__pycache__\test_collection_configuration.cpython-314.pyc","80812","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\configurations\__pycache__\test_configurations.cpython-314.pyc","7249","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\data_loader\test_data_loader.py","3830","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\data_loader\__pycache__\test_data_loader.cpython-314.pyc","7528","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\db\test_log_purge.py","1823","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\db\__pycache__\test_log_purge.cpython-314.pyc","2491","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\README.md","236","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\test_log_backpressure.py","1685","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\test_repair_collection_log_offset.py","2772","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\test_reroute.py","2516","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\test_sanity.py","2984","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\test_statistics_wrapper.py","18099","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\test_task_api.py","20805","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\__pycache__\test_log_backpressure.cpython-314.pyc","2778","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\__pycache__\test_repair_collection_log_offset.cpython-314.pyc","4155","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\__pycache__\test_reroute.cpython-314.pyc","3729","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\__pycache__\test_sanity.cpython-314.pyc","4025","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\__pycache__\test_statistics_wrapper.cpython-314.pyc","19744","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\distributed\__pycache__\test_task_api.cpython-314.pyc","21476","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_chroma_bm25_embedding_function.py","7770","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_custom_ef.py","3398","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_default_ef.py","2750","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_ef.py","4105","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_morph_ef.py","4291","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_multimodal_ef.py","6343","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_ollama_ef.py","1885","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_onnx_mini_lm_l6_v2.py","7746","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_openai_ef.py","1284","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\test_voyageai_ef.py","622","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_chroma_bm25_embedding_function.cpython-314.pyc","11845","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_custom_ef.cpython-314.pyc","7919","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_default_ef.cpython-314.pyc","6366","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_ef.cpython-314.pyc","7553","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_morph_ef.cpython-314.pyc","6374","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_multimodal_ef.cpython-314.pyc","9534","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_ollama_ef.cpython-314.pyc","4181","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_onnx_mini_lm_l6_v2.cpython-314.pyc","12227","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_openai_ef.cpython-314.pyc","2775","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\ef\__pycache__\test_voyageai_ef.cpython-314.pyc","1304","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\invariants.py","24886","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\strategies.py","40882","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_add.py","17643","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_base64_conversion.py","4106","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_client_url.py","4015","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_collections.py","12665","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_collections_with_database_tenant.py","6553","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_collections_with_database_tenant_overwrite.py","9067","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_cross_version_persist.py","13919","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_embeddings.py","54828","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_filtering.py","29190","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_fork.py","8038","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_persist.py","24298","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_restart_persist.py","3433","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\test_schema.py","34052","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\invariants.cpython-314.pyc","33644","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\strategies.cpython-314.pyc","56219","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_add.cpython-314.pyc","18830","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_base64_conversion.cpython-314.pyc","6366","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_client_url.cpython-314.pyc","7889","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_collections.cpython-314.pyc","18330","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_collections_with_database_tenant.cpython-314.pyc","12262","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_collections_with_database_tenant_overwrite.cpython-314.pyc","13560","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_cross_version_persist.cpython-314.pyc","17799","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_embeddings.cpython-314.pyc","66665","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_filtering.cpython-314.pyc","37962","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_fork.cpython-314.pyc","11145","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_persist.cpython-314.pyc","26457","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_restart_persist.cpython-314.pyc","5541","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\property\__pycache__\test_schema.cpython-314.pyc","34647","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\segment\distributed\test_memberlist_provider.py","3959","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\segment\distributed\test_rendezvous_hash.py","2317","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\segment\distributed\__pycache__\test_memberlist_provider.cpython-314.pyc","5978","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\segment\distributed\__pycache__\test_rendezvous_hash.cpython-314.pyc","3723","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\stress\test_many_collections.py","1228","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\stress\__pycache__\test_many_collections.cpython-314.pyc","1774","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\cross_version.py","2443","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\distance_functions.py","191","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\test_embedding_function_schemas.py","19280","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\test_result_df_transform.py","6130","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\wait_for_version_increase.py","994","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\__pycache__\cross_version.cpython-314.pyc","5015","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\__pycache__\distance_functions.cpython-314.pyc","768","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\__pycache__\test_embedding_function_schemas.cpython-314.pyc","18818","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\__pycache__\test_result_df_transform.cpython-314.pyc","10687","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\utils\__pycache__\wait_for_version_increase.cpython-314.pyc","1908","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\conftest.cpython-314.pyc","59052","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\test_api.cpython-314.pyc","173942","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\test_chroma.cpython-314.pyc","7451","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\test_cli.cpython-314.pyc","9224","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\test_client.cpython-314.pyc","16884","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\test_config.cpython-314.pyc","12656","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\test_multithreaded.cpython-314.pyc","11491","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\test\__pycache__\__init__.cpython-314.pyc","190","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\async_to_sync.py","1741","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\batch_utils.py","1275","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\data_loaders.py","1418","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\delete_file.py","1168","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\directory.py","644","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\distance_functions.py","989","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\fastapi.py","522","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\lru_cache.py","1108","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\messageid.py","280","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\read_write_lock.py","2084","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\rendezvous_hash.py","2223","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\results.py","3994","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\sparse_embedding_utils.py","1899","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\statistics.py","9729","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\__init__.py","390","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\amazon_bedrock_embedding_function.py","4925","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\baseten_embedding_function.py","4415","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\bm25_embedding_function.py","8554","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\chroma_bm25_embedding_function.py","5734","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\chroma_cloud_qwen_embedding_function.py","8758","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\chroma_cloud_splade_embedding_function.py","6969","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\chroma_langchain_embedding_function.py","6329","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\cloudflare_workers_ai_embedding_function.py","5558","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\cohere_embedding_function.py","6439","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\fastembed_sparse_embedding_function.py","7433","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\google_embedding_function.py","20364","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\huggingface_embedding_function.py","8935","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\huggingface_sparse_embedding_function.py","7203","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\instructor_embedding_function.py","4362","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\jina_embedding_function.py","10421","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\mistral_embedding_function.py","3215","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\morph_embedding_function.py","5437","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\nomic_embedding_function.py","4585","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\ollama_embedding_function.py","4144","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\onnx_mini_lm_l6_v2.py","14237","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\openai_embedding_function.py","8594","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\open_clip_embedding_function.py","6257","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\perplexity_embedding_function.py","4840","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\roboflow_embedding_function.py","5347","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\sentence_transformer_embedding_function.py","4700","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\text2vec_embedding_function.py","3171","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\together_ai_embedding_function.py","4674","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\utils.py","588","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\voyageai_embedding_function.py","5026","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\__init__.py","10814","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\bm25_tokenizer.py","5379","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\README.md","1700","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\registry.py","1654","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\schema_utils.py","2675","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\__init__.py","488","04.03.2026 8:51:42"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\__pycache__\bm25_tokenizer.cpython-314.pyc","11130","04.03.2026 8:51:43"
"D:\QwenPoekt\Base\.venv\Lib\site-packages\chromadb\utils\embedding_functions\schemas\__pycache__\registry.cpython-314.pyc","2961","04.03.2026 8:51:43"
